Id	Title	Found words	Date	Abstract (beginning)
1464110	Glycation and insolubility of human lens protein.	aging	1992-10-??	To learn whether glycation plays a role in insolubilization or in senile cataractogenesis, the reactivity of lens protein from normal and senile cataractous lenses and individual crystallin prepared from human lens with various sugars [glucose, glucose-1-phosphate (G-1-P), glucose-6-phosphate (G-6-P) and fructose], and the insolubility of those proteins were determined. The reactivity of human lens protein to glucose was increased in a dose-dependent manner, and it was demonstrated that 17.9, 18.5 and 24 kDa proteins were susceptible to glycation with sugars. The study also showed that alpha-, beta-crystallins and high molecular weight (HMW) aggregate obtained from cataractous lens have some weak reactivity against sugars. It was demonstrated that the proteins obtained from normal lens of older age and from cataractous lenses have higher insolubilities to glucose than do normal younger ones. Measurement of glycosylated protein by affinity column chromatography revealed that cataractous…
8956967	Age dependency of nanosecond fluorescence characteristics in human arteries.	aging	1996-??-??	Human arteries fluoresce as a result of illumination by UV-light. The fluorescence characteristics of the human aorta and basilar artery were investigated with respect to aging. For this experiment, a time-resolved microscope fluorometer was employed. Resultant fluorescence decayed on a nanosecond scale when applying pulse UV-light. These fluorescences were found to be age dependent in the basilar artery; the fluorescence decay time decreased with increasing human age. However, fluorescence from the aorta did not show the age dependency.
23811562	Sauchinone, a lignan from Saururus chinensis, protects human skin keratinocytes against ultraviolet B-induced photoaging by regulating the oxidative defense system.	aging	2013-??-??	Ultraviolet (UV) radiation from sunlight induces matrix metalloproteinase (MMP) expression, which are responsible for collagenous extracellular matrix proteins breakdown in skin, causing photoaging. Sauchinone is reported to have various bioactivity such as antioxidative, hepatoprotective, and anti-inflammatory effects. In the present study, we investigated the protective effect of sauchinone against UVB (50 mJ/cm(2))-induced photoaging in HaCaT human epidermal keratinocytes. Sauchinone, at 5-40 µM, significantly protected keratinocytes against UVB-induced damage as assessed by cell viability and toxicity assay. Additionally, sauchinone, at 20-40 µM, prevented the upregulation of MMP-1 proteins and reduction of type 1 collagen induced by UVB. Other assays revealed that, in keratinocytes, sauchinone decreased reactive oxygen species (ROS) production and increased glutathione levels and heme oxygenase-1. Sauchinone also inhibited UVB-induced phosphorylation of mitogen-activated protein k…
698120	Erythropoiesis and mean red-cell lifespan in normal subjects and in patients with the anaemia of active rheumatoid arthritis.	lifespan	1978-07-??	Recently developed ferrokinetic methods offer a tool to measure effective and ineffective erythropoiesis and mean red-cell lifespan (Ricketts et al, 1975). We have used this tool to investigate erythropoiesis in normal subjects and in patients with the anaemia of active rheumatoid arthritis. In normal subjects the results are comparable with the results published by Cavill et al (1977). In patients with the anemia of active rheumatoid arthritis there appears to be a total and an effective red-cell production as in the normal subjects. The ineffective erythropoiesis in the patients is increased and the produced red cells have a shortened mean lifespan in the circulation. The increased ineffective erythropoiesis is probably due to inadequate supply of iron to the marrow and the shortened mean red-cell lifespan to an extra-corpuscular haemolytic factor. The impaired marrow response to the anaemia of active rheumatoid arthritis has been confirmed.
957804	A lack of correlation between decline in growth capacity and nuclear RNA synthesising activity in ageing human embryo cells in culture.	lifespan	????-??-??	A reduced proliferative capacity has been demonstrated between young (passage 5/24) and middle (passage 17/24) aged human embryo diploid fibroblast cultures. This difference was noted in both logarithmically growing and plateau-phase cultures in terms of growth curves, DNA content per dish and ability to incorporate 3H-thymidine. This reduction in growth potential is not accompanied by any reduction in chromatin template activity, determined in nuclear "ghost" monolayer, using either the endogenous polymerase or an exogenous bacterial enzyme. Therefore the declining division potential as these cells pass from young to middle passage is unlikely to occur as an expression of alterations in nuclear RNA synthesis. It is, however, possible that the apparently continuous decline in growth potential with age might be caused by different events at various stages of the cells's lifespan.
1898445	Alterations in brain high-energy phosphate and membrane phospholipid metabolism in first-episode, drug-naive schizophrenics. A pilot study of the dorsal prefrontal cortex by in vivo phosphorus 31 nuclear magnetic resonance spectroscopy.	aging	1991-06-??	In this pilot study, membrane phospholipid and high-energy phosphate metabolism were studied in the dorsal prefrontal cortex of 11 drug-naive, first-episode schizophrenic patients and compared with those of 10 healthy control volunteers comparable in age, education, and parental education. The schizophrenic patients had significantly reduced levels of phosphomonoesters and inorganic orthophosphate and significantly increased levels of phosphodiesters and adenosine triphosphate compared with the controls. The levels of phosphocreatine and adenosine diphosphate did not differ in the two subject groups. The adenosine triphosphate and inorganic orthophosphate findings suggest functional hypoactivity of the dorsal prefrontal cortex. The phosphomonoester and phosphodiester findings are compatible with either premature aging or an exaggeration of normal programmed regressive events occurring in the neural systems sampled.
7700081	Involvement of Fenton reaction products in differentiation induction of K562 human leukemia cells.	aging	1995-03-??	ADP-Fe2+ (or ATP-Fe2+) complex and H2O2, components of the Fenton reaction, were added to K562 cells, then cultured for 96 h. Ara-C-induced differentiation served as a basis for comparison. Cell numbers, viability, benzidine staining, thymidine incorporation, and cell-cycle distribution by means of flow cytometry were determined. The Fenton reagents reduced the growth rate and thymidine incorporation of leukemic cells in a dose-dependent manner as regards the added H2O2 (from 0.01 to 1.0 mM), accompanied by an accumulation of hemoglobin in them. Differentiation of the cells was accompanied by considerable changes in total SOD and catalase activities. Ara-C caused an increase of SOD to 366%, and of catalase to 235%, while the complete Fenton reaction resulted in SOD increase to 705% and catalase decrease to 38% of the untreated control cultures. These shifts in enzyme inductions suggest the existence of a higher H2O2 flux in the differentiating cells. The results are consistent with the…
8114517	Reduced CR1 expression on aged human erythrocytes: immuno-electron microscopic and functional analysis.	aging	1993-11-??	Recognition and clearance of aged human erythrocytes (AE) is a complex process involving immune and non-immune reactions. Complement activation on the surface of AE and deposition of the C3b complement component appear to facilitate this process. Complement receptor type 1 (CR1, CD35) expressed on the surface of human erythrocytes binds to C3b molecules and promotes their inactivation by complement factor I. This may protect the erythrocytes from lysis by complement and by phagocytes. It has been previously reported that aging of human erythrocytes is accompanied by a decrease in the number of CR1 molecules expressed on their surface. Results presented here further support this finding with for the first time a presentation of immune-electron microscopic observation. Haemagglutination and binding assays showed that AE express significantly fewer CR1 (CD35) molecules than young erythrocytes (YE). This is associated in AE with reduced CR1-like factor I co-factor activity and increased de…
8921367	Gene-representing cDNA clusters defined by hybridization of 57,419 clones from infant brain libraries with short oligonucleotide probes.	aging	1996-10-01	Diverse biochemical and computational procedures and facilities have been developed to hybridize thousands of DNA clones with short oligonucleotide probes and subsequently to extract valuable genetic information. This technology has been applied to 73,536 cDNA clones from infant brain libraries. By a mutual comparison of 57,419 samples that were successfully scored by 200-320 probes, 19,726 genes have been identified and sorted by their expression levels. The data indicate that an additional 20,000 or more genes may be expressed in the infant brain. Representative clones of the found genes create a valuable resource for complete sequencing and functional studies of many novel genes. These results demonstrate the unique capacity of hybridization technology to identify weakly transcribed genes and to study gene networks involved in organismal development, aging, or tumorigenesis by monitoring the expression of every gene in related tissues, whether known or still undiscovered.
24984955	Cohort Profile: The Montreal Neighbourhood Networks and Healthy Aging (MoNNET-HA) study.	aging	2016-02-??	The Montreal Neighbourhood Networks and Healthy Aging study was established: (i) to assess the added value in using formal network methods and instruments to measure social capital and its relationship to health; (ii) to determine whether older adults are more vulnerable to the effects of network and neighbourhood environments; and (iii) to examine longitudinally the relationship between social capital and health among adults in Montreal, Canada. The MoNNET-HA cohort consists of men and women aged 25 years and older, residing in the Montreal Metropolitan Area (MMA). Participants were recruited using a random stratified cluster sampling design with oversampling of adults older than 65 years. Initial MoNNET-HA study participants (n = 2707) were recruited for telephone interviews in the summer of 2008. Since 2008, participants were interviewed in the autumn of 2010 and the winter of 2013/2014. Data currently fall into five categories: (i) social network and social capital; (ii) psychosoci…
25098525	Religious Attendance and Physiological Problems in Late Life.	aging	2016-03-??	OBJECTIVES: This study queried linkages of older adults' religious attendance with their physiological health.    METHOD: Data were from the 2005-2006 National Social Life, Health, and Aging Project, nationally representative of U.S. adults aged 57-85 years. Analyses examined associations of religious attendance with biological states, potential gender variations in these linkages, and attenuation by this factor of health effects of spousal loss.    RESULTS: Religious attendance was negatively associated with a system of physiological issues, consistent with mitigation of multisystemic "weathering." Linkages were relatively uniform with inflammatory and cardiovascular but not metabolic states and were not significantly different for women than men. Effects of spousal loss on the 2 former subsystems were attenuated by regular religious attendance-in combined-gender analysis and among women, but not men.    DISCUSSION: Religious attendance may buffer older adults from physiological probl…
20226253	Regional gray matter volume of dopaminergic system associate with creativity: evidence from voxel-based morphometry.	aging	2010-06-??	Creativity has been essential to the development of human civilization and plays a crucial role in cultural life. However, despite a number of functional imaging studies on creativity, the relationship between regional gray matter morphology and creativity has never been investigated in subcortical regions. We used voxel-based morphometry (VBM) to identify the gray matter correlates of individual creativity as measured by the divergent thinking test. We found positive correlations between regional gray matter volume and individual creativity in several regions such as the right dorsolateral prefrontal cortex, bilateral striata and in an anatomical cluster which included areas such as the substantia nigra, tegmental ventral area and periaqueductal gray. These findings suggest that individual creativity, as measured by the divergent thinking test, is mainly related to the regional gray matter of brain regions known to be associated with the dopaminergic system, congruent with the idea th…
20524193	Fabrication of a biodegradable calcium polyphosphate/polyvinyl-urethane carbonate composite for high load bearing osteosynthesis applications.	aging	2010-07-??	The formation of biodegradable implants for use in osteosynthesis has been a major goal of biomaterials research for the past 2-3 decades. Self-reinforced polylactide systems represent the most significant success of this research to date, however, with elastic constants up to 12-15 GPa at best, they fail to provide the initial stiffness required of devices for stabilizing fractures of major load-bearing bones. Our research has investigated the use of calcium polyphosphate (CPP), an inorganic polymer in combination with polyvinyl-urethane carbonate (PVUC) organic polymers for such applications. Initial studies indicated that composite samples formed as interpenetrating phase composites (IPC) exhibited suitable as-made strength and stiffness, however, they displayed a rapid loss of properties when exposed to in vitro aging. An investigation to determine the mechanism of this accelerated in vitro degradation for the IPCs as well as to identify possible design changes to overcome this dra…
9199187	Generation of active oxygen species from advanced glycation end-products (AGE) under ultraviolet light A (UVA) irradiation.	aging	1997-06-18	To clarify a possible role of advanced glycation end-products (AGE) on photoaging of human skin, the interaction between AGE and ultraviolet A light (UVA) was examined from both a biological and chemical perspective. Human dermal fibroblasts that were exposed to UVA in the presence of AGE bound with bovine serum albumin (AGE-BSA) exhibited a significant decrease of cell viability as compared to control cells, which were exposed to UVA in the absence of AGE-BSA. Further, UVA-irradiated AGE-BSA reduced nitroblue tetrazolium to its formazan, but the reaction was inhibited by addition of superoxide dismutase in the system. UVA dose-dependent formation of H2O2 in AGE-BSA was also observed. An ESR spin-trapping study revealed the generation of unstable free radicals in AGE-BSA under UVA irradiation. After addition of Fe2+ in the system, an ESR spectrum due to the formation of hydroxyl radicals was observed. On the basis of these results, the authors propose that AGE is an important factor fo…
24523238	Human platelet microRNA-mRNA networks associated with age and gender revealed by integrated plateletomics.	aging	2014-04-17	There is little data considering relationships among human RNA, demographic variables, and primary human cell physiology. The platelet RNA and expression-1 study measured platelet aggregation to arachidonic acid, ADP, protease-activated receptor (PAR) 1 activation peptide (PAR1-AP), and PAR4-AP, as well as mRNA and microRNA (miRNA) levels in platelets from 84 white and 70 black healthy subjects. A total of 5911 uniquely mapped mRNAs and 181 miRNAs were commonly expressed and validated in a separate cohort. One hundred twenty-nine mRNAs and 15 miRNAs were differentially expressed (DE) by age, and targets of these miRNAs were over-represented among these mRNAs. Fifty-four mRNAs and 9 miRNAs were DE by gender. Networks of miRNAs targeting mRNAs, both DE by age and gender, were identified. The inverse relationship in these RNA pairs suggests miRNAs regulate mRNA levels on aging and between genders. A simple, interactive public web tool (www.plateletomics.com) was developed that permits que…
23952680	Sequential injection approach for simultaneous determination of ultratrace plutonium and neptunium in urine with accelerator mass spectrometry.	aging	2013-09-17	An analytical method was developed for simultaneous determination of ultratrace level plutonium (Pu) and neptunium (Np) using iron hydroxide coprecipitation in combination with automated sequential injection extraction chromatography separation and accelerator mass spectrometry (AMS) measurement. Several experimental parameters affecting the analytical performance were investigated and compared including sample preboiling operation, aging time, amount of coprecipitating reagent, reagent for pH adjustment, sedimentation time, and organic matter decomposition approach. The overall analytical results show that preboiling and aging are important for obtaining high chemical yields for both Pu and Np, which is possibly related to the aggregation and adsorption behavior of organic substances contained in urine. Although the optimal condition for Np and Pu simultaneous determination requires 5-day aging time, an immediate coprecipitation without preboiling and aging could also provide fairly s…
24673641	The evaluation of inflammatory markers in umbilical cord blood.	aging	2014-06-??	We have read with great interest the article by Lausten-Thomsen et al. entitled "Inflammatory Markers in Umbilical Cord Blood from Small-For-Gestational-Age Newborns" in which they report Interleukin 6 (IL-6), Tumor necrosis factor-α (TNF-α) and C-reactive protein (CRP) levels in umbilical cord blood from small-for-gestational-age (SGA) and healthy newborns. In this regard, we would like to make some additions to paper in respect to interpretations of biochemical markers. Normal CRP concentration in healthy human serum is usually lower than 10 mg/L, slightly increasing with aging. Acute inflammatory response causes release of IL-6 and other cytokines that trigger the synthesis of CRP by the liver. In this article, IL-6 levels reported as elevated but CRP levels have remained in normal range. In this situation, increasing in IL-6 levels should be approached suspiciously. Although decreased TNF-α level was compatible with IL-6 levels, increased IL-6 levels did not cause CRP elevation in …
11952539	Quantitative in situ evaluation of telomeres in fluorescence in situ hybridization-processed sections of cutaneous melanocytic lesions and correlation with telomerase activity.	aging	2002-03-??	BACKGROUND: Telomere length is correlated with cellular ageing and immortalization processes. In some human cancers telomere length measurement has proved to be of diagnostic and prognostic value. Results comparable with the traditional terminal restriction fragment length determination by Southern blotting have been obtained in metaphase and interphase cells in some studies by fluorescence in situ hybridization (FISH) analysis; FISH additionally allows for the quantification of telomeres at the cellular level.    OBJECTIVES: In this study, 32 melanocytic lesions were analysed by FISH, aiming at investigating possible telomere differences among various benign and malignant lesions and correlation with telomerase activity (TA) level.    METHODS: FISH was performed on paraffin sections from six common naevi, eight Spitz naevi, 12 melanomas, six melanoma metastases and nine control samples of normal skin. Telomere mean maximum diameter (Feret max), area and number per nuclear area were ca…
28592272	Betaine promotes cell differentiation of human osteoblasts in primary culture.	aging	2017-??-07	BACKGROUND: Betaine (BET), a component of many foods, is an essential osmolyte and a source of methyl groups; it also shows an antioxidant activity. Moreover, BET stimulates muscle differentiation via insulin like growth factor I (IGF-I). The processes of myogenesis and osteogenesis involve common mechanisms with skeletal muscle cells and osteoblasts sharing the same precursor. Therefore, we have hypothesized that BET might be effective on osteoblast cell differentiation.    METHODS: The effect of BET was tested in human osteoblasts (hObs) derived from trabecular bone samples obtained from waste material of orthopedic surgery. Cells were treated with 10 mM BET at 5, 15, 60 min and 3, 6 and 24 h. The possible effects of BET on hObs differentiation were evaluated by real time PCR, western blot and immunofluorescence analysis. Calcium imaging was used to monitor intracellular calcium changes.    RESULTS: Real time PCR results showed that BET stimulated significantly the expression of RUNX…
2830926	The role of calcium in the age-related decline of neutrophil function.	aging	1988-03-??	Upon activation by formyl-methionyl-leucyl-phenylalanine (FMLP), either in the presence of absence of cytochalasin B, neutrophils from old subjects generated significantly less superoxide than did neutrophils from the young. This reduction in activity was associated with a significant decrease in the basal cytosolic calcium concentration and a diminished flux of calcium to the cytosol after activation. At all concentrations of FMLP tested, cytosolic calcium remained significantly lower in neutrophils from the old as compared with the young, whereas permeability to extracellular calcium and efflux of calcium from the cell were also significantly diminished. Pretreatment of the cell with the ionophore ionomycin elevated the cytosolic calcium concentration and significantly improved function in old neutrophils. These findings demonstrate that aging results in alterations in neutrophil calcium homeostasis that may play a role in the age-related decline in neutrophil function.
16702332	Introduction to the 5th Amino Acid Assessment Workshop.	aging	2006-??-??	Amino acids (AAs) may be consumed at intakes above those that could be obtained from the normal diet, to promote health status in certain specific situations (e.g., sports training, aging). In this context, the relevant AAs may be used at high intake levels, which may in turn trigger adverse effects. There is little information on the adverse effects or pathophysiological consequences of excessive intakes of individual amino acids or mixtures. Hence, a series of workshops (named AAAW) are being organized to bring together experts in the fields of amino acid metabolism and nutritional effects, cell and molecular biology, toxicology, and regulatory issues and policy, with the aim of establishing a paradigm for the characterization of risks associated with specific intakes of amino acids by humans. The first 3 workshops covered general aspects concerning AAs (functions, risk characterization, differences in subpopulations, definition of surrogate markers, etc.). The fourth AAAW focused on…
21838914	Associations between dietary n-6 and n-3 fatty acids and arachidonic acid compositions in plasma and erythrocytes in young and elderly Japanese volunteers.	aging	2011-08-13	BACKGROUND: We reported that the compositions of arachidonic acid (ARA) in erythrocytes and plasma phospholipids (PL) in the elderly were lower than those in the young, though the ARA intake was nearly identical.    OBJECTIVE: We further analyzed data in four study groups with different ages and sexes, and determined that the blood ARA levels were affected by the kinds of dietary fatty acids ingested.    METHODS: One hundred and four healthy young and elderly volunteers were recruited. Dietary records together with photographic records from 28 consecutive days were reviewed and the fatty acid composition in plasma lipid fractions and erythrocyte PL was analyzed.    RESULTS: No correlations for ARA between dietary fatty acids and blood lipid fractions were observed. A significant negative correlation between eicosapentaenoic acid (EPA) + docosahexaenoic acid (DHA) intake and ARA composition in erythrocyte PL was observed. ARA composition in erythrocyte PL was significantly lower in elde…
25910916	In vitro study of the neuropathic potential of the organophosphorus compounds fenamiphos and profenofos: Comparison with mipafox and paraoxon.	aging	2015-08-??	Organophosphorus-induced delayed neuropathy (OPIDN) is a central-peripheral distal axonopathy that develops 8-14 days after poisoning by a neuropathic organophosphorus compound (OP). Several OPs that caused OPIDN were withdrawn from the agricultural market due to induction of serious delayed effects. Therefore, the development of in vitro screenings able to differentiate neuropathic from non-neuropathic OPs is of crucial importance. Thus, the aim of this study was to evaluate the differences in the neurotoxic effects of mipafox (neuropathic OP) and paraoxon (non-neuropathic OP) in SH-SY5Y human neuroblastoma cells, using the inhibition and aging of neuropathy target esterase (NTE), inhibition of acetylcholinesterase (AChE), activation of calpain, neurite outgrowth, cytotoxicity and intracellular calcium as indicators. Additionally, the potential of fenamiphos and profenofos to cause acute and/or delayed effects was also evaluated. Mipafox had the lowest IC50 and induced the highest per…
2531913	Pancreatic pseudocyst fluid--a mixture of plasma proteins and pancreatic juice possessing a high proteolytic activity.	aging	1989-09-??	Pancreatic pseudocyst fluid from eight patients was examined biochemically. The fluid was found to be a mixture of plasma proteins and pancreatic juice, possessing a high proteolytic activity against high- as well as low-molecular-weight proteins. The proteolytic activity was found to be trypsin-, kallikrein- and plasmin-like. Gel filtration studies showed proteolytic activity to be present corresponding to alpha-2-macroglobulin-bound proteases and also to free proteases. Quantitative immunochemical levels were about 30-100% of normal plasma levels for alpha-2-macroglobulin, C1 inhibitor, antithrombin III and alpha-2-antiplasmin. However, there was practically no functional inhibitory capacity left in the pseudocyst fluid, except for alpha-1-protease inhibitor, which retained its inhibitory capacity. Neither native kininogen nor complement factor C3 was found: this was probably a result of the proteolytic activity. It is concluded, that a continuing proteolytic activity within the pseu…
6015571	Negro variant of glucose-6-phosphate dehydrogenase deficiency (A-) in man.	aging	1967-01-06	Glucose-6-phosphate dehydrogenase in erythrocytes of the Negro type associated with enzyme deficiency (A(-)) was separated by chromatography on a carboxymethyl-Sephadex column from the electrophoretically indistinguishable Negro variant with normal enzyme activity (A(+)). Quantitative immunologic neutralization tests indicated that the A(-) enzyme had about the same enzymatic and serological activity as the A(+) and the normal (B(+)) enzymes. The enzyme activity of the A(-) variant in young erythrocytes was similar to that in young cells from normal individuals, although the activity of the A(-) variant in unfractionated red cells was 10 to 15 percent of normal. These data indicate that the basic defect in the variant enzyme (A(-)) is a structural mutation which causes more rapid degradation of the enzyme during erythrocyte aging.
24910432	Age-related dysfunction in mechanotransduction impairs differentiation of human mammary epithelial progenitors.	aging	2014-06-26	Dysfunctional progenitor and luminal cells with acquired basal cell properties accumulate during human mammary epithelial aging for reasons not understood. Multipotent progenitors from women aged <30 years were exposed to a physiologically relevant range of matrix elastic modulus (stiffness). Increased stiffness causes a differentiation bias towards myoepithelial cells while reducing production of luminal cells and progenitor maintenance. Lineage representation in progenitors from women >55 years is unaffected by physiological stiffness changes. Efficient activation of Hippo pathway transducers YAP and TAZ is required for the modulus-dependent myoepithelial/basal bias in younger progenitors. In older progenitors, YAP and TAZ are activated only when stressed with extraphysiologically stiff matrices, which bias differentiation towards luminal-like phenotypes. In vivo YAP is primarily active in myoepithelia of younger breasts, but localization and activity increases in luminal cells with …
9137838	Isolation and characterization of isoforms of retinol binding protein by isoelectrofocusing.	aging	1997-04-??	Retinol binding protein prepared from human urine was fractionated by chromatofocusing into four isoforms: two retinol-containing (holo-) and two retinol-free (apo-) species. The pl values of the isoforms ascertained by isoelectrofocusing with an immobiline pH gradient were: holo(I) 4.79-4.77; apo(II) 4.61-4.56; holo(III) 4.63 and apo(IV) 4.46-4.41. In vitro aging experiments with apo(II) under conditions favoring deamidation (37 degrees C, pH 7-10, 3-28 days) resulted in formation of the more acidic apo(IV)-isoform. The aging rate was consistent with pH increase. It appears that the urinary RBP mixture is composed of two apo-holo pairs: a native form with genuine protein structure and an acidic form generated upon aging.
26636271	Examining the Relationships Between Bone Tissue Composition, Compositional Heterogeneity, and Fragility Fracture: A Matched Case-Controlled FTIRI Study.	aging	2016-??-??	Fourier transform infrared imaging (FTIRI) provides information on spatial distribution of the chemical composition of thin tissue specimens at ∼7 µm spatial resolution. This study of 120 age- and bone mineral density (BMD)-matched patients was designed to investigate the association of FTIRI variables, measured in iliac crest biopsies, with fragility fractures at any site. An earlier study of 54 women found hip BMD to be a significant explanatory variable of fracture risk for cortical bone but not for cancellous bone. In the current study, where age and BMD were controlled through matching, no such association was observed, validating the pairing scheme. Our first study of unmatched iliac crest biopsies found increases in collagen maturity (cancellous and cortical bone) and mineral crystal size (cortical bone only) to be a significant explanatory variable of fracture when combined with other covariates. The ratio for collagen maturity has been correlated to the amount of enzymatic col…
16584192	Effect of site-directed mutagenesis of methylglyoxal-modifiable arginine residues on the structure and chaperone function of human alphaA-crystallin.	aging	2006-04-11	We reported previously that chemical modification of human alphaA-crystallin by a metabolic dicarbonyl compound, methylglyoxal (MGO), enhances its chaperone-like function, a phenomenon which we attributed to formation of argpyrimidine at arginine residues (R) 21, 49, and 103. This structural change removes the positive charge on the arginine residues. To explore this mechanism further, we replaced these three R residues with a neutral alanine (A) residue one at a time or in combination and examined the impact on the structure and chaperone function. Measurement of intrinsic tryptophan fluorescence and near-UV CD spectra revealed alteration of the microenvironment of aromatic amino acid residues in mutant proteins. When compared to wild-type (wt) alphaA-crystallin, the chaperone function of R21A and R103A mutants increased 20% and 18% as measured by the insulin aggregation assay and increased it as much as 39% and 28% when measured by the citrate synthase (CS) aggregation assay. While t…
22121051	Distinctive immunoregulatory effects of adenosine on T cells of older humans.	aging	2012-03-??	A role for adenosine in immunosenescence was investigated in T cells from older (≥65 yr) and younger (24-45 yr) healthy humans. Adenosine concentrations in cultures of activated T cells were significantly higher (P<0.0001) for older (145±47 nM, mean±sd) than younger (58±5.5 nM) subjects. Expression of the activation coreceptor CD28 was suppressed significantly by 0.1 to 1 μM exogenous adenosine, with greater effects of 1 μM (P<0.01) on T cells of younger (mean suppression of 67 and 65% for CD4 and CD8 T cells, respectively) than older (means of 42 and 46%) subjects. T-cell chemotaxis to CCL21 was suppressed significantly by 0.3 and 1 μM exogenous adenosine, with mean maximum decreases of 39 and 49%, respectively, for younger subjects and 28 and 31% for older subjects. Generation of IL-2 and IFN-γ by T cells of younger and older subjects was suppressed substantially only at adenosine levels of 3 μM or higher. Lower baseline expression of CD28 and chemotaxis to CCL21 and S1P for T cells …
25268115	Early life adversity potentiates the effects of later life stress on cumulative physiological dysregulation.	aging	2015-??-??	BACKGROUND AND OBJECTIVES: Previous research indicates that early life adversity may heighten stress reactivity and impair mechanisms for adaptive coping, suggesting that experience of stress in early life may also potentiate adults' physiological vulnerability to stress in later life. The study tested this hypothesis by investigating whether the experience of stressful events and circumstances (SEC) in childhood or adolescence amplified the effect of adulthood SEC on physiological dysregulation (allostatic load, AL) in later midlife.    DESIGN: Observational data were used in the present study. Physiological functioning was measured in later midlife (participants' age ranged from 49 to 63 years). Both childhood/adolescence and adulthood SEC were reported retrospectively on the same occasion.    METHODS: Participants were 5309 Danish men and women from Copenhagen Aging and Midlife Biobank (CAMB). SEC included socioeconomic and family factors. The AL index was based on nine cardiovascul…
6973357	Separation and characterization of hexokinase I subtypes from human erythrocytes.	aging	1981-06-15	Hexokinase (ATP: D-hexose 6-phosphotransferase, EC 2.7.1.1) type 1 from human erythrocytes exists in four electrophoretical distinct forms, termed Ia, Ib, Ic and Id in order of their increasing anodal electrophoretic mobility at pH 8.8. We were able to separate type Ia, Ib and Icd on phosphocellulose by using a discontinuous gradient elution. The three chromatographically distinct forms do not differ in their affinity constants for the substrates glucose and MgATP2-. In addition the inhibition by glucose 1,6-diphosphate does not differ significantly for all forms. However, the regulation of these inhibitions by inorganic phosphate is much less for type Ia compared to the other subtypes (P = 0.001). Aging of the red cells is accompanied by a relative increase of the proportion of type Ic and Ia, which is the less regulated form of the enzyme. This shift in electrophoretic and regulatory properties is argued to be due to a post-translational modification of the primary enzyme.
22925630	Spermidine inhibits MMP-2 via modulation of histone acetyltransferase and histone deacetylase in HDFs.	aging	2012-12-??	In recent years, aging has been reported to be regulated by HAT. In this study, the inhibitory effects of spermidine on the matrix metalloproteinase-2 (MMP-2) activity and expression were investigated in human dermal fibroblasts (HDFs). It was observed that spermidine inhibits MMP-2 activity and expression. In addition, the expression levels of histone acetyltransferase (HAT), phospho-extracellular-signal related kinase (p-ERK), phospho-c-jun N-terminal kinase (p-JNK), and nuclear factor kappa-light-chain-enhancer of activated B cells (NF-κB) are decreased in the presence of spermidine. In contrast, the expression levels of histone deacetylase 1 (HDAC1), sirtuin 1 (SIRT1), phospho-p38 (p-p38) are increased by spermidine. In conclusion, our results suggest that spermidine could have a therapeutic potential in inhibition of metastasis through the inhibitory effects on activity and expression of MMP-2 via regulation of HAT and HDAC.
24163162	In vitro evaluation of the effects of human umbilical cord extracts on human fibroblasts, keratinocytes, and melanocytes.	aging	2014-04-??	Skin aging is the result of internal and external factors. So-called photoaging has been identified as the major factor in skin aging. Effects of photoaging include inhibition of fibroblast and keratinocyte proliferation as well as collagen and fibronectin expression, while activating expression of collagenases such as matrix metalloproteinase-1. Previous studies have shown that extracts or products from human placenta significantly improve skin aging and chronic wound healing. However, there are few studies of umbilical cord extracts. Therefore, this study aimed to evaluate the effects of umbilical cord extract-derived formulae on three kinds of skin cells including fibroblasts, keratinocytes, and melanocytes. We prepared 20 formulae from intracellular umbilical cord extracts, extracellular umbilical cord extracts, and umbilical cord-derived stem cell extracts, as well as five control formulae. We evaluated the effects of the 25 formulae on fibroblast and keratinocyte proliferation, a…
90611	Increased urinary beta 2-microglobulin in cadmium exposure: dose-effect relationship and biological significance of beta 2-microglobulin.	aging	1979-02-??	A study on the general population from both cadmium-polluted and control areas and on cadmium alloy workers indicates that beta 2-MG in urine is very closely correlated with aging, but it indicates an association with cadmium exposure. However, the age factor is stronger than cadmium exposre in both polluted and control areas among persons without clinical proteinuria. On the other hand, cadmium exposure is most likely correlated with beta 2-MG even in nonpolluted areas. Thus it seems that there is no noneffect level of cadmium dose in affecting the elevation of beta 2-MG in urine. beta 2-MG in serum indicated a very close correlation with cadmium in blood among cadmium alloy workers. This may suggest that an increase of beta 2-MG in both blood and urine in an early stage of cadmium exposure is caused by the increased level of beta 2-MG in blood, which may be a result of stimulation due to cadmium, but not necessarily by the clinical dysfunction of reabsorption of beta 2-MG in the rena…
25867977	Multiple functions of gingival and mucoperiosteal fibroblasts in oral wound healing and repair.	aging	2015-06-??	Fibroblasts are cells of mesenchymal origin. They are responsible for the production of most extracellular matrix in connective tissues and are essential for wound healing and repair. In recent years, it has become clear that fibroblasts from different tissues have various distinct traits. Moreover, wounds in the oral cavity heal under very special environmental conditions compared with skin wounds. Here, we reviewed the current literature on the various interconnected functions of gingival and mucoperiosteal fibroblasts during the repair of oral wounds. The MEDLINE database was searched with the following terms: (gingival OR mucoperiosteal) AND fibroblast AND (wound healing OR repair). The data gathered were used to compare oral fibroblasts with fibroblasts from other tissues in terms of their regulation and function during wound healing. Specifically, we sought answers to the following questions: (i) what is the role of oral fibroblasts in the inflammatory response in acute wounds; (…
